stop_point_id,lat,lon,name,stop_point_type
StopPoint:node:5757830543,10.0048763,76.31325819999999,Pipeline Junction Bus Stop to airport,Unknown
StopPoint:node:5757830544,10.012525799999999,76.326385,Vazhakkala Bus Stop,Unknown
StopPoint:node:5757830545,10.013359999999999,76.330542,Colony Junction Bus Stop,Unknown
StopPoint:node:5757830546,10.0141242,76.3328602,Padamugal Bus Stop,Unknown
StopPoint:node:5757830547,10.007596999999999,76.332995,Satellite Bus Stop,Unknown
StopPoint:node:5757830548,9.9959256,76.3256174,Vennala School Bus Stop,Unknown
StopPoint:node:5757830549,9.987392,76.316037,Vyshali Bus Stop?,Unknown
StopPoint:node:5757830550,9.981506999999999,76.332278,Kappattikavu Bus Stop?,Unknown
StopPoint:node:5757830551,9.992709999999999,76.31522199999999,Puthiya Road Bypass Junction. Bus Stop to airport,Unknown
StopPoint:node:5757830552,9.982930999999999,76.312831,Kuthappady Bus stop,Unknown
StopPoint:node:5757830553,9.979162599999999,76.3173113,Chalikkavattom Bus Stop,Platform
StopPoint:node:5757830554,9.980383999999999,76.313435,Anjumuri Bus Stop,Unknown
StopPoint:node:5757830555,9.983400999999999,76.330891,Puthenkulangara Shiva Temple Bus Stop,Unknown
StopPoint:node:5757830556,9.958844,76.318379,West Thykoodam Bus Stop,Unknown
StopPoint:node:5757830557,9.967497999999999,76.318945,Vytilla Bus Stop?,Unknown
StopPoint:node:5757830558,9.963251699999999,76.3191691,Powerhouse Bus Stop,Platform
StopPoint:node:5757830560,9.9609633,76.3218467,,Platform
StopPoint:node:5840909716,10.1913939,76.29214429999999,kulatheri bus stop,Platform
StopPoint:node:5857168775,9.8958766,76.29429309999999,Kumbalangy Ferry Jetty,Platform
StopPoint:node:5865718306,9.685328199999999,76.3023475,Thaikkal Bus Stop,Platform
StopPoint:node:5958357616,10.1262344,76.3159081,Palakkal,Unknown
StopPoint:node:5958358407,10.128449999999999,76.3053438,Tvs malikampeedika,Unknown
StopPoint:node:5958358585,10.1292105,76.3001961,Kottapuram,Unknown
StopPoint:node:5958358593,10.127585999999999,76.3092784,Malikampeedika,Unknown
StopPoint:node:5958359385,10.126489099999999,76.3251408,Valyappanpadi,Unknown
StopPoint:node:5970913436,10.188657,76.29114489999999,Mythra Bus Stop,Platform
StopPoint:node:5970913998,10.1855832,76.3212422,,Platform
StopPoint:node:5975126689,10.108561199999999,76.4583233,Pallipadi bus stop,Platform
StopPoint:node:6031832091,10.0727485,76.3336795,Muttom,StopPosition
StopPoint:node:6031832102,10.079233,76.33885719999999,Ambattukavu,StopPosition
StopPoint:node:6031832109,10.087279599999999,76.34278549999999,Companypady,StopPosition
StopPoint:node:6031832114,10.0950337,76.34657899999999,Pulinchodu,StopPosition
StopPoint:node:6031832133,10.11023,76.34932479999999,Aluva,StopPosition
StopPoint:node:6031832178,10.095034199999999,76.346533,Pulinchodu,StopPosition
StopPoint:node:6031832274,10.058590899999999,76.3219352,Kalamassery Town,StopPosition
StopPoint:node:6031832282,10.046714699999999,76.31823849999999,Cochin University,StopPosition
StopPoint:node:6031832283,10.0360339,76.31432749999999,Pathadipalam,StopPosition
StopPoint:node:6031832287,10.0253509,76.3084327,Edapally,StopPosition
StopPoint:node:6031832293,10.015196999999999,76.302301,Changampuzha Park,StopPosition
StopPoint:node:6031832294,10.0064063,76.3047629,Palarivattom,StopPosition
StopPoint:node:6031832301,10.000457299999999,76.2992551,JLN Stadium,StopPosition
StopPoint:node:6031832308,9.9944092,76.2914984,Kaloor,StopPosition
StopPoint:node:6031832313,9.983435499999999,76.28230889999999,M. G. Road,StopPosition
StopPoint:node:6031832324,9.9732684,76.2850557,Maharaja's College,StopPosition
StopPoint:node:6031832330,9.9732636,76.2850132,Maharaja's College,StopPosition
StopPoint:node:6031832397,9.9914176,76.2883245,Town Hall,StopPosition
StopPoint:node:6031832548,10.0466301,76.31815739999999,Cochin University,StopPosition
StopPoint:node:6039119919,10.0696493,76.38564559999999,NAD Kavala,Platform
StopPoint:node:6039131398,10.0523552,76.3822891,KMEA,Platform
StopPoint:node:6043484164,10.0503594,76.3774474,Punchayath Junction,Platform
StopPoint:node:6043510755,10.0463331,76.363693,Thevakkal Bus Stop,Platform
StopPoint:node:6043532762,10.0365115,76.34384179999999,Mundampalam Bus Stop,Platform
StopPoint:node:6043556589,10.065370999999999,76.3899586,Kunjattukara,Platform
StopPoint:node:6055048486,10.153503899999999,76.37349999999999,,Unknown
StopPoint:node:6057196627,10.0651526,76.3898808,Kunjattukara Bus stop,StopPosition
StopPoint:node:6072274720,10.1151045,76.32970279999999,East Kadungalloor Bus Stop,StopPosition
StopPoint:node:6184164257,10.183152,76.22493089999999,Kurumbathuruth Kadav,Unknown
StopPoint:node:6199097354,10.0875047,76.3030481,Edayar,Platform
StopPoint:node:6199097355,10.101979499999999,76.3013699,പനായികുളം,Platform
StopPoint:node:6199119515,10.0778898,76.3184441,"ESI, പാതാളം",Platform
StopPoint:node:6236677902,10.074401499999999,76.3074567,,Unknown
StopPoint:node:6242749071,9.9834461,76.2823511,M. G. Road,StopPosition
StopPoint:node:6242749073,9.9944356,76.2914649,Kaloor,StopPosition
StopPoint:node:6242749074,10.000513,76.29922309999999,JLN Stadium,StopPosition
StopPoint:node:6242749075,10.0063917,76.3047211,Palarivattom,StopPosition
StopPoint:node:6242749076,10.0151971,76.30224419999999,Changampuzha Park,StopPosition
StopPoint:node:6242749077,10.025366199999999,76.3083999,Edapally,StopPosition
StopPoint:node:6242749078,10.0360515,76.31428,Pathadipalam,StopPosition
StopPoint:node:6242749079,10.0586015,76.3218978,Kalamassery Town,StopPosition
StopPoint:node:6242749080,10.072794499999999,76.33362679999999,Muttom,StopPosition
StopPoint:node:6242749081,10.0793881,76.3388435,Ambattukavu,StopPosition
StopPoint:node:6242749082,10.087301,76.3427351,Companypady,StopPosition
StopPoint:node:6300587285,9.939568399999999,76.25563269999999,,Unknown
StopPoint:node:6300587286,9.945148,76.2559735,,Unknown
StopPoint:node:6300587287,9.9473851,76.2445041,To fort kochi,Unknown
StopPoint:node:6300587288,10.0299901,76.3109525,Bus to north,Platform
StopPoint:node:6300587385,9.9414263,76.2558871,,Unknown
StopPoint:node:6300587386,9.9459152,76.2496512,To fort kochi,Unknown
StopPoint:node:6300587387,9.9458868,76.2473239,To fort kochi,Unknown
StopPoint:node:6300587388,9.9572392,76.2423743,To fort kochi,Platform
StopPoint:node:6300587389,9.9652339,76.24356379999999,,Platform
StopPoint:node:6300587390,9.9324634,76.29906249999999,Bus to airport,Platform
StopPoint:node:6300587391,9.936692899999999,76.3099853,Bus to airport,Platform
StopPoint:node:6300587392,9.9377251,76.3178633,Bus to airport,Unknown
StopPoint:node:6300587393,9.9630583,76.31833189999999,Bus to airport,Platform
StopPoint:node:6300587394,9.9680704,76.3179498,Bus to airport,Platform
StopPoint:node:6300587395,9.989499799999999,76.3154984,,Platform
StopPoint:node:6300587485,9.9516504,76.24459949999999,To fort kochi,Platform
StopPoint:node:6300587486,10.0236903,76.30848519999999,Bus to airport,Unknown
StopPoint:node:6300587585,9.9493657,76.3181862,Bus to airport,Platform
StopPoint:node:6491115864,9.9127338,76.4083054,Mythri Bus Stop,Platform
StopPoint:node:6579556388,10.0424358,76.3541091,Kangarappady Bus Stop,Platform
StopPoint:node:6579556389,10.0428743,76.3546884,Kangarappady Bus Stop,Platform
StopPoint:node:6604465433,9.913362099999999,76.2828956,Pashnithodu,Platform
StopPoint:node:6604465434,9.913292799999999,76.2828061,Pashnithodu,Unknown
StopPoint:node:6604480384,9.912057899999999,76.2935936,Pambaimoola,Platform
StopPoint:node:6604489385,9.912182399999999,76.2936804,Pambaimoola,Platform
StopPoint:node:6604489386,9.9125692,76.2923623,Pambaimoola,Platform
StopPoint:node:6777766503,9.9600314,76.3236762,Thykoodam,StopPosition
StopPoint:node:6777766504,9.9599934,76.3236541,Thykoodam,StopPosition
StopPoint:node:6777766505,9.967545699999999,76.3203664,Vyttila,StopPosition
StopPoint:node:6777766506,9.9675709,76.32040409999999,Vyttila,StopPosition
StopPoint:node:6777766507,9.967124799999999,76.3084899,Elamkulam,StopPosition
StopPoint:node:6777766508,9.9671671,76.3084784,Elamkulam,StopPosition
StopPoint:node:6777766509,9.9665812,76.2981877,Kadavanthra,StopPosition
StopPoint:node:6777766510,9.9665419,76.298208,Kadavanthra,StopPosition
StopPoint:node:6777766511,9.9686042,76.28957439999999,Ernakulam South,StopPosition
StopPoint:node:6777766512,9.968639399999999,76.2895667,Ernakulam South,StopPosition
StopPoint:node:6859298874,10.0675705,76.212696,CT office Bus stop,Platform
StopPoint:node:6864553692,10.0008942,76.2346465,Company Peedika,Platform
StopPoint:node:6894484657,10.1542669,76.28936829999999,,Platform
StopPoint:node:6895227823,10.109867,76.2025862,Pallathamkulangara,Platform
StopPoint:node:6895265704,10.113556599999999,76.20161379999999,Cheruvaippu Junction,Platform
StopPoint:node:6914445924,10.133373599999999,76.1960939,Gowreeswaram,Platform
StopPoint:node:6926314826,9.9806741,76.2831666,Padma,Platform
StopPoint:node:6996454939,9.897822399999999,76.3694021,Nadakkavu Bus Stop,Platform
StopPoint:node:7018599468,10.003664599999999,76.2332627,Puthuvype,Platform
StopPoint:node:7018599469,10.0043519,76.2328216,Puthuvype,Platform
StopPoint:node:7018735456,10.0147926,76.2275184,Valappu,Platform
StopPoint:node:7018945497,10.000649899999999,76.2348542,Companypeedika,Platform
StopPoint:node:7019483219,10.0188416,76.22562239999999,Malippuram,Platform
StopPoint:node:7019483220,10.0187084,76.2257818,Malippuram,Platform
StopPoint:node:7019483221,10.0207371,76.2249148,Thekkan Malippuram,Platform
StopPoint:node:7019489991,10.0567175,76.2151595,Veliyatham Parambu,Platform
StopPoint:node:7019489996,10.067586,76.2125993,CT office Bus stop,Platform
StopPoint:node:7019490009,10.0755758,76.2113425,Thayyezhuth Ln,Platform
StopPoint:node:7019490039,10.079178599999999,76.2104453,Aniyal,Platform
StopPoint:node:7019490048,10.082715,76.209693,edavanakad palli,Platform
StopPoint:node:7019490052,10.085334999999999,76.209023,Kpmhs,Platform
StopPoint:node:7019490053,10.0852632,76.2091039,KPM High School,Platform
StopPoint:node:7019490054,10.0877166,76.2084461,AE Office,Platform
StopPoint:node:7019490057,10.0904902,76.2078495,Pazhangad,Platform
StopPoint:node:7019490058,10.0905454,76.2077577,Pazhangad,Platform
StopPoint:node:7019490059,10.093812,76.2068314,Vaachakkal,Platform
StopPoint:node:7019490060,10.0938433,76.2069176,Vaachakkal,Platform
StopPoint:node:7019500464,10.0992379,76.2053727,Illathupadi,Platform
StopPoint:node:7019500465,10.0992128,76.2052925,Illathupadi,Platform
StopPoint:node:7019500470,10.102444199999999,76.2043331,,Platform
StopPoint:node:7019500471,10.1024897,76.2044403,,Platform
StopPoint:node:7019500474,10.104365399999999,76.2038093,Kuzhuppilly,Platform
StopPoint:node:7019500475,10.104374499999999,76.2038924,Kuzhuppilly,Platform
StopPoint:node:7019540813,10.1098273,76.2026683,Pallathamkulangara,Platform
StopPoint:node:7019540815,10.1134364,76.20175069999999,Cheruvaippu Junction,Platform
StopPoint:node:7019570854,10.024013499999999,76.22408759999999,Perumalppadi,Platform
StopPoint:node:7019570855,10.030563299999999,76.2219472,Elamkunnapuzha,Platform
StopPoint:node:7019570856,10.030734299999999,76.2219897,Elamkunnapuzha,Platform
StopPoint:node:7019570857,10.035649099999999,76.2205424,Perumpilly,Platform
StopPoint:node:7019570858,10.0361177,76.2202792,Perumpilly,Platform
StopPoint:node:7019570862,10.0409724,76.2190011,hospital Jn,Platform
StopPoint:node:7019570863,10.0419123,76.2187302,hospital Jn,Platform
StopPoint:node:7019570864,10.0467028,76.21745469999999,Njarackal,Platform
StopPoint:node:7019570866,10.048835,76.21686319999999,Mampilly,Platform
StopPoint:node:7019570867,10.0488549,76.21693619999999,Mampilly,Platform
StopPoint:node:7019570868,10.052781099999999,76.2153857,Maanattu Parambu,Platform
StopPoint:node:7019570869,10.052889799999999,76.2154429,Maanattu Parambu,Platform
StopPoint:node:7019570870,10.0567833,76.2150498,Veliyatham Parambu,Platform
StopPoint:node:7019570871,10.059617099999999,76.2139649,kudungasseri,Platform
StopPoint:node:7019570872,10.059631099999999,76.2140667,kudungasseri,Platform
StopPoint:node:7019570873,10.0633103,76.2131137,kochambalam,Platform
StopPoint:node:7019570874,10.0633289,76.2131832,kochambalam,Platform
StopPoint:node:7019570875,10.0664302,76.2128566,ATH,Platform
StopPoint:node:7019570876,10.0721065,76.21179529999999,Nayarambalam,Platform
StopPoint:node:7019609343,10.1262901,76.1982845,Ayyampilly,Platform
StopPoint:node:7019609344,10.115720699999999,76.2008723,Palli Hospital,Platform
StopPoint:node:7019609345,10.1155832,76.20102109999999,Palli Hospital,Platform
StopPoint:node:7019609346,10.1212096,76.19927469999999,Janatha,Platform
StopPoint:node:7019609347,10.1177574,76.2000745,Vadakekkara,Platform
StopPoint:node:7019609348,10.1282258,76.1977489,Ramavarma,Platform
StopPoint:node:7019609349,10.1282337,76.1978319,Ramavarma,Platform
StopPoint:node:7019609351,10.133228299999999,76.1962035,Gowreeswaram,Platform
StopPoint:node:7019609353,10.1392946,76.19480709999999,Devaswam nada,Platform
StopPoint:node:7019697468,10.138768599999999,76.1944881,Devaswam nada,Platform
StopPoint:node:7021264003,9.9824079,76.2414167,Kaalamukku,Platform
StopPoint:node:7021264004,9.9823641,76.2409292,Kaalamukku,Platform
StopPoint:node:7021264005,9.99025,76.23899089999999,Murikkumpaadam,Platform
StopPoint:node:7021264006,9.9901588,76.23910889999999,Murikkumpaadam,Platform
StopPoint:node:7052794239,10.117642199999999,76.2002476,Vadakekkara,Platform
StopPoint:node:7052794240,10.1396021,76.1991468,,Platform
StopPoint:node:7052794241,10.143190299999999,76.2120193,,Platform
StopPoint:node:7052794242,10.143157,76.2123319,,Platform
StopPoint:node:7052794244,10.1438923,76.2167499,Perumpadanna,Platform
StopPoint:node:7052794245,10.1437566,76.216514,Perumpadanna,Platform
StopPoint:node:7052794250,10.144162399999999,76.2203139,,Platform
StopPoint:node:7052794251,10.1441,76.22055979999999,,Platform
StopPoint:node:7052794252,9.983918599999999,76.2737822,High Court,Platform
StopPoint:node:7052794253,9.9839915,76.27397049999999,High Court,Platform
StopPoint:node:7052794270,9.9914481,76.2655954,Bolgatty Bus Stop,Platform
StopPoint:node:7052794271,9.985801799999999,76.2506849,Vallarpadam,Platform
StopPoint:node:7052794272,9.9859128,76.25049179999999,Vallarpadam,Platform
StopPoint:node:7052794273,9.986603599999999,76.2402536,SeaFood,Platform
StopPoint:node:7052794274,9.9867106,76.2403216,SeaFood,Platform
StopPoint:node:7060336594,9.9735838,76.2810882,,Platform
StopPoint:node:7068947210,9.9676489,76.3049747,Elamkulam,Platform
StopPoint:node:7068947211,9.9678782,76.3050171,elamkulam,Platform
StopPoint:node:7069576483,10.0189738,76.2751083,Vaduthala Valavu,Platform
StopPoint:node:7069576484,10.0170519,76.2762302,Kurishupalli,Platform
StopPoint:node:7069624685,10.017038099999999,76.2761566,Kurishupalli,Platform
StopPoint:node:7069624689,10.0138365,76.276817,Don Bosco,Platform
StopPoint:node:7080379200,10.0103156,76.2301519,School muttam,Platform
StopPoint:node:7083824551,10.010101599999999,76.2301332,School muttam,Platform
StopPoint:node:7083824552,9.994717099999999,76.2371959,Thekkan malippuram,Platform
StopPoint:node:7083824553,9.994796599999999,76.23731409999999,Thekkan malippuram,Platform
StopPoint:node:7084242099,10.145139799999999,76.2349916,Pullamkulam,Platform
StopPoint:node:7084389851,10.140952799999999,76.203369,,Platform
StopPoint:node:7084389852,10.140889999999999,76.2034965,,Platform
StopPoint:node:7086058489,9.987103,76.2536975,,Platform
StopPoint:node:7086058490,9.9868419,76.2535664,,Platform
StopPoint:node:7097576956,9.9329734,76.3830041,Ambadimala Bus Stop,StopPosition
StopPoint:node:7097918159,9.9818807,76.24106909999999,Kaalamukku,Platform
StopPoint:node:7097918160,9.977927099999999,76.24105569999999,,Platform
StopPoint:node:7097918161,9.977850199999999,76.2409918,,Platform
StopPoint:node:7098248597,10.1393801,76.1942517,Devaswam nada,Platform
StopPoint:node:7098248598,10.1434085,76.1920186,Karuthala,Platform
StopPoint:node:7098248599,10.143474399999999,76.1920906,Karuthala,Platform
StopPoint:node:7098248600,10.1482361,76.19018919999999,bakery,Platform
StopPoint:node:7098248601,10.148140999999999,76.1903201,bakery,Platform
StopPoint:node:7098248602,10.150960999999999,76.1899292,smhss,Platform
StopPoint:node:7098248603,10.1507725,76.1899272,smhss,Platform
StopPoint:node:7099505375,10.1260087,76.23735959999999,Kothakulam,Platform
StopPoint:node:7099542859,10.1312021,76.23329149999999,,Unknown
StopPoint:node:7099562807,10.1377487,76.2334419,Thekke Naaluvazhi,Platform
StopPoint:node:7099579495,10.1260224,76.2375156,Kothakulam,Platform
StopPoint:node:7099583258,10.1311754,76.2331358,,Unknown
StopPoint:node:7099924088,10.1494869,76.231762,Paravur private bus stand,Platform
StopPoint:node:7099969096,10.0458459,76.2208205,,Platform
StopPoint:node:7099969097,10.0457694,76.2207791,,Platform
StopPoint:node:7099969098,10.0465992,76.2319563,manjanakkad,Platform
StopPoint:node:7099984219,10.068897999999999,76.2231817,Nedungad,Platform
StopPoint:node:7102015085,10.1564617,76.1873997,Janatha,Platform
StopPoint:node:7102015086,10.1566726,76.18748099999999,Janatha,Platform
StopPoint:node:7102015087,10.160705799999999,76.1844289,Kolothumkadavu,Platform
StopPoint:node:7102015088,10.1608085,76.1845333,Kolothumkadavu,Platform
StopPoint:node:7102015089,10.1641333,76.18295189999999,Convent,Platform
StopPoint:node:7102015090,10.1641686,76.18307589999999,Convent,Platform
StopPoint:node:7102015091,10.1667395,76.1814967,Pallippuram Palli,Platform
StopPoint:node:7102015092,10.166841699999999,76.1813945,Pallippuram Palli,Platform
StopPoint:node:7102015139,10.168908199999999,76.1806478,Police Station,Platform
StopPoint:node:7102015140,10.1687772,76.18078679999999,Police Station,Platform
StopPoint:node:7102015141,10.1706516,76.1787566,Angaadi,Platform
StopPoint:node:7102015142,10.1707786,76.1788162,Angaadi,Platform
StopPoint:node:7102015143,10.1712256,76.1774758,Mani Bazar,Platform
StopPoint:node:7102015144,10.171505999999999,76.1772621,Mani Bazar,Platform
StopPoint:node:7102015145,10.1741476,76.1758885,Beach Road,Platform
StopPoint:node:7102015146,10.174315799999999,76.1759077,Beach Road,Platform
StopPoint:node:7102015147,10.1798428,76.17252739999999,Ayyaar Valavu,Platform
StopPoint:node:7102015148,10.179957199999999,76.1725684,Ayyaar Valavu,Platform
StopPoint:node:7102128834,10.123501,76.2387995,Mahilappadi,Platform
StopPoint:node:7102128835,10.123653,76.2388447,Mahilappadi,Platform
StopPoint:node:7102133726,10.0307663,76.2390861,Pukkaad,Platform
StopPoint:node:7102134354,10.1399565,76.2295907,Thekke Naaluvazhi,Platform
StopPoint:node:7102134410,10.1225348,76.2345911,Sankaparambu,Platform
StopPoint:node:7102134411,10.122444,76.2345572,Sankaparambu,Platform
StopPoint:node:7102134413,10.1252984,76.23052369999999,kshemodaya sangam,Platform
StopPoint:node:7102134414,10.1253981,76.2305865,kshemodaya sangam,Platform
StopPoint:node:7102134432,10.1272457,76.2293255,,Platform
StopPoint:node:7102134433,10.127302,76.22941039999999,,Platform
StopPoint:node:7102134434,10.1293274,76.22860399999999,Nandhyattukunnam,Platform
StopPoint:node:7102134435,10.1293867,76.2286922,Nandhyattukunnam,Platform
StopPoint:node:7102134436,10.1320245,76.2278134,Kaalikulangara Temple,Platform
StopPoint:node:7102134437,10.132109699999999,76.2278766,Kaalikulangara Temple,Platform
StopPoint:node:7102134475,10.1351255,76.2257978,Ameparambu,Platform
StopPoint:node:7102134476,10.1351012,76.22588089999999,Ameparambu,Platform
StopPoint:node:7130769338,9.972249,76.2861966,Maharajas Ground,Platform
StopPoint:node:7130826462,9.9647842,76.2887235,Valanjambalam,Platform
StopPoint:node:7131595937,9.966629,76.29870009999999,Kadavanthra,Platform
StopPoint:node:7131595938,9.965505799999999,76.29429429999999,Panampilly Nagar,Platform
StopPoint:node:7131609339,9.9638534,76.2860633,Pallimukk,Platform
StopPoint:node:7131609340,9.9676381,76.28087359999999,,Platform
StopPoint:node:7133380913,10.0836579,76.31393179999999,പറവൂര്‍ എടയാര്‍ Bus Stop,Platform
StopPoint:node:7151947331,10.1415319,76.2366632,Peruvaaram,Platform
StopPoint:node:7151947332,10.1413756,76.2368699,Peruvaaram,Platform
StopPoint:node:7151965119,10.1230692,76.2452267,Cheriyappilly,Platform
StopPoint:node:7172652013,10.1110507,76.2439943,Kottuvalli North,Platform
StopPoint:node:7175749744,9.9755437,76.28048919999999,,Platform
StopPoint:node:7175749745,9.9683799,76.2983924,,Platform
StopPoint:node:7175749752,9.9674794,76.3000174,,Platform
StopPoint:node:7175922504,9.9680792,76.312784,Janatha,Platform
StopPoint:node:7184625487,9.9993388,76.22119529999999,Light House,Platform
StopPoint:node:7195273286,10.1006466,76.2641179,ആലുവ & പാതാളം ബസ് സ്റ്റോപ്പ്‌,Platform
StopPoint:node:7195273583,10.084521299999999,76.3140588,ആലുവ ബസ് സ്റ്റോപ്പ്‌,Platform
StopPoint:node:7195273584,10.0835556,76.3148016,"പാതാളം,എറണാകുളം, കളമശ്ശേരി ബസ് സ്റ്റോപ്പ്‌",Platform
StopPoint:node:7232403907,10.196506099999999,76.3882553,Angamaly TB Junction Bus Stop,Platform
StopPoint:node:7232403908,10.197834499999999,76.3967179,Yoodhapuram Bus Stop,Platform
StopPoint:node:7232405395,10.199686,76.39955859999999,Subrahmanya Swami Temple Bus Stop,Platform
StopPoint:node:7273749411,9.6818407,76.36316149999999,Velliyakulam Bus Stop,Platform
StopPoint:node:7273749412,9.6828948,76.3596764,Varanad Bus Stop,Platform
StopPoint:node:7273749413,9.683116,76.35733069999999,lisue nagar bus stop,Platform
StopPoint:node:7273749414,9.6849548,76.3516822,kalikulam bus stop,Platform
StopPoint:node:7273749415,9.6855078,76.347657,keerthi bus stop,Platform
StopPoint:node:7273749416,9.6858741,76.3455463,Girls junction cherthala bus stop,Platform
StopPoint:node:7273749417,9.6859398,76.34241519999999,cherthala ambalam bus stop,Platform
StopPoint:node:7273749418,9.6823453,76.3416965,hospital bus stop,Platform
StopPoint:node:7273749419,9.682646,76.3406797,hospital bus stop,Platform
StopPoint:node:7273749421,9.689795799999999,76.34267539999999,court junction bus stop,Platform
StopPoint:node:7273749422,9.690398199999999,76.342675,court junction bus stop,Platform
StopPoint:node:7273749423,9.6904174,76.3430922,court junction bus stop,Platform
StopPoint:node:7273749424,9.6905504,76.341049,Iron bridge bus stop,Platform
StopPoint:node:7273771223,9.6898851,76.34571439999999,kuppi kavala bus stop,Platform
StopPoint:node:7294644885,10.0755901,76.2112602,Thayyezhuth Ln,Platform
StopPoint:node:7318426693,10.1886762,76.3927786,East Nagar (oliyaan Kappela),Platform
StopPoint:node:7318426735,10.187028399999999,76.3957595,Areekal,Platform
StopPoint:node:7318526551,9.963766699999999,76.3743569,Hindustan Oil Corporation Bus Stop,Platform
StopPoint:node:7318684969,9.945986,76.3684571,Thiruvankulam Panchayat Bus Stop,Platform
StopPoint:node:7318711520,9.8316229,76.4689851,Newsprint Nagar Bus stop,Platform
StopPoint:node:7318711521,9.827164999999999,76.47638289999999,Police Station,Platform
StopPoint:node:7318711522,9.8270281,76.4783616,Karikode,Platform
StopPoint:node:7331575715,9.9521113,76.3405051,,Platform
StopPoint:node:7368704028,10.1672975,76.2129594,Chakamarassery Bus Stop,Unknown
StopPoint:node:7376093217,9.7436537,76.3631418,Engineering College,Platform
StopPoint:node:7376093227,9.7391291,76.3626723,Ottapunna Bus Stop,Platform
StopPoint:node:7376093228,9.7388885,76.3627233,Ottappunna Bus Stop,Platform
StopPoint:node:7379117435,9.7472701,76.36339869999999,Vellimuttom,Platform
StopPoint:node:7379117470,9.7067211,76.35715739999999,Chenganda Palam stop,Platform
StopPoint:node:7385356083,10.0928728,76.2663741,തിരുമുപ്പം ബസ് സ്റ്റോപ്പ്‌,Platform
StopPoint:node:7413964049,10.1138993,76.34604709999999,തോട്ടക്കാട്ടുകര,Platform
StopPoint:node:7448218411,10.0245079,76.44969979999999,perumbavoor- kolenchery road,Unknown
StopPoint:node:7452736590,10.0246435,76.4501433,bus stop to muvattupuzha,Unknown
StopPoint:node:7452971120,10.0210438,76.44812809999999,,Platform
StopPoint:node:7453750027,10.0362621,76.4082322,kizhakkambalam,Unknown
StopPoint:node:7456890921,10.0363379,76.4082414,bus stop to muvatupuzha and perumbavoor,Unknown
StopPoint:node:7456890927,10.036168499999999,76.4082525,bus stop to ernakulam,Unknown
StopPoint:node:7456890941,10.036147999999999,76.40800229999999,bus stop to aluva,Unknown
StopPoint:node:7456890945,10.0375076,76.4108856,Kizhakkambalam Market Bus Stop,Platform
StopPoint:node:7459381031,9.936996299999999,76.318618,bus stop to tripunithura,Platform
StopPoint:node:7463839813,9.9675435,76.33938719999999,Pisharikovil Bus Stop,Platform
StopPoint:node:7463909910,10.0844772,76.3476457,Darussalam Junction,Platform
StopPoint:node:7464400088,9.9204087,76.274048,Palluruthy Veli Bus Stop,Platform
StopPoint:node:7465152253,10.1274797,76.4727655,Kanjirakkadu,Platform
StopPoint:node:7465152254,10.1266493,76.4731436,,Platform
StopPoint:node:7465185328,10.1156557,76.48182589999999,,Platform
StopPoint:node:7465185329,10.1175442,76.48083489999999,,Platform
StopPoint:node:7465185348,10.1166745,76.4758781,,Platform
StopPoint:node:7465185358,10.1141183,76.4754765,,Platform
StopPoint:node:7465359344,10.1948008,76.3862742,,Platform
StopPoint:node:7465374247,10.0883142,76.3432383,Companypady,Platform
StopPoint:node:7465399689,10.0882451,76.3460805,Manthrakkal Junction,Platform
StopPoint:node:7465695674,9.743136699999999,76.31872659999999,,Platform
StopPoint:node:7466613954,9.946907699999999,76.353231,Railway station,Platform
StopPoint:node:7466785122,9.976805299999999,76.28527919999999,,Platform
StopPoint:node:7466807493,9.9238602,76.35673,Valav,Platform
StopPoint:node:7466853226,9.9063352,76.36718859999999,Valiyakulam,Platform
StopPoint:node:7467524503,10.130732199999999,76.47046,Pallippady,Platform
StopPoint:node:7467524504,10.1360232,76.46764999999999,BUS STOP,Platform
StopPoint:node:7467524505,10.136052,76.4672018,,Platform
StopPoint:node:7467524506,10.1357093,76.46777329999999,,Platform
StopPoint:node:7467587514,9.7288778,76.3187686,,Platform
StopPoint:node:7467596222,9.7291712,76.3189886,,Platform
StopPoint:node:7467762617,10.1521062,76.4509497,Okkal,Platform
StopPoint:node:7467857012,10.004534,76.4561866,bus stop to pattimattom,Unknown
StopPoint:node:7467896054,10.092504199999999,76.34571059999999,Garage Bus stop,Platform
StopPoint:node:7469319801,10.0375296,76.3385639,BMC Bus Stop,Platform
StopPoint:node:7469340151,10.044448299999999,76.3176324,Panchayath Bus Stop,Platform
StopPoint:node:7469340152,10.044417,76.31731479999999,Panchayath Bus Stop,Platform
StopPoint:node:7469568985,9.9486669,76.34737559999999,,Platform
StopPoint:node:7470223494,10.0253731,76.44960809999999,Bus stop to Perumbavoor,Platform
StopPoint:node:7470264338,9.9292208,76.4183743,,Platform
StopPoint:node:7470346828,10.1829409,76.4103822,,Platform
StopPoint:node:7470358924,9.786827899999999,76.4400971,Carvy Thalayolaparambu,Platform
StopPoint:node:7470386103,9.999599,76.4588266,,Unknown
StopPoint:node:7470446272,10.0695877,76.3635091,Combara Junction,Platform
StopPoint:node:7471960664,10.0193227,76.2913971,Punnackal Bus Stop,Platform
StopPoint:node:7472324177,9.9664295,76.2988649,Kadavantra Bus Stop,Platform
StopPoint:node:7472717779,10.1162741,76.495824,,Platform
